ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (GNU libc 2.39)|52|9.476|25.691|26.241|19.602|39.829|3.058|1.49
strncmp (LI-PaRAD)|53|7.124|7.131|23.134|14.376|55.473|4.747|2.393
strncmp (Arm OR 23.01)|53|11.393|27.812|28.685|23.961|28.886|2.351|1.018
strncmp (GNU libc 2.39)|53|9.602|25.711|30.067|19.83|39.204|3.068|1.494
strncmp (LI-PaRAD)|54|7.125|7.13|23.154|14.178|56.03|4.892|2.428
strncmp (Arm OR 23.01)|54|11.137|27.89|28.677|23.996|28.897|2.393|1.04
strncmp (GNU libc 2.39)|54|9.549|25.807|26.223|19.822|39.147|3.127|1.524
strncmp (LI-PaRAD)|55|7.123|7.131|23.17|14.218|55.977|4.976|2.479
strncmp (Arm OR 23.01)|55|11.392|27.842|28.709|24.028|28.637|2.426|1.04
strncmp (GNU libc 2.39)|55|9.596|25.772|26.352|19.889|39.209|3.18|1.558
strncmp (LI-PaRAD)|56|7.123|7.13|23.159|14.178|56.032|5.074|2.518
strncmp (Arm OR 23.01)|56|11.39|28.016|32.094|24.289|28.345|2.443|1.057
strncmp (GNU libc 2.39)|56|9.651|25.88|29.971|19.946|39.272|3.228|1.578
strncmp (LI-PaRAD)|57|7.124|7.13|23.135|14.218|55.978|5.157|2.569
strncmp (Arm OR 23.01)|57|10.47|26.531|26.83|21.198|35.853|3.013|1.434
strncmp (GNU libc 2.39)|57|10.88|26.961|27.199|22.09|33.574|2.844|1.326
strncmp (LI-PaRAD)|58|7.124|7.13|23.135|14.257|56.063|5.243|2.619
strncmp (Arm OR 23.01)|58|11.491|27.997|28.472|24.26|28.115|2.529|1.086
strncmp (GNU libc 2.39)|58|10.634|26.946|27.166|21.926|34.143|2.924|1.363
strncmp (LI-PaRAD)|59|7.123|7.13|23.135|14.138|55.794|5.348|2.649
strncmp (Arm OR 23.01)|59|10.439|26.491|26.867|21.022|36.361|3.152|1.495
strncmp (GNU libc 2.39)|59|10.76|26.849|27.102|21.841|34.266|2.991|1.401
strncmp (LI-PaRAD)|60|7.125|7.13|23.135|14.257|56.065|5.423|2.709
strncmp (Arm OR 23.01)|60|11.282|28.065|40.595|24.215|29.649|2.649|1.172
strncmp (GNU libc 2.39)|60|10.839|26.918|27.178|21.923|33.565|3.008|1.385
strncmp (LI-PaRAD)|61|7.123|7.13|23.134|14.257|56.064|5.514|2.754
strncmp (Arm OR 23.01)|61|10.41|26.493|26.791|21.183|35.909|3.229|1.54
strncmp (GNU libc 2.39)|61|10.767|26.956|27.147|21.966|33.862|3.062|1.42
strncmp (LI-PaRAD)|62|7.124|7.129|23.132|14.257|56.066|5.604|2.8
strncmp (Arm OR 23.01)|62|11.394|27.773|28.715|23.845|29.438|2.774|1.21
strncmp (GNU libc 2.39)|62|10.771|26.939|27.193|21.927|33.826|3.115|1.44
strncmp (LI-PaRAD)|63|7.124|7.13|23.133|14.257|56.063|5.695|2.845
strncmp (Arm OR 23.01)|63|10.449|26.547|26.872|21.378|35.364|3.296|1.575
strncmp (GNU libc 2.39)|63|10.855|26.936|27.203|22.086|33.49|3.14|1.459
strncmp (LI-PaRAD)|64|7.124|7.131|23.136|14.218|55.976|5.79|2.884
strncmp (Arm OR 23.01)|64|11.297|27.952|28.712|24.097|28.835|2.823|1.226
strncmp (GNU libc 2.39)|64|10.531|26.933|38.931|21.909|35.307|3.244|1.512
strncmp (LI-PaRAD)|65|10.398|26.402|26.41|20.819|36.667|3.519|1.684
strncmp (Arm OR 23.01)|65|24.031|32.068|32.955|32.003|2.579|1.893|0.064
strncmp (GNU libc 2.39)|65|12.037|28.16|28.529|24.405|28.052|2.815|1.204
strncmp (LI-PaRAD)|66|10.384|26.405|26.628|20.878|36.571|3.558|1.697
strncmp (Arm OR 23.01)|66|27.843|32.028|48.383|32.309|7.35|1.91|0.1
strncmp (GNU libc 2.39)|66|12.051|28.19|28.434|24.409|28.057|2.858|1.223
strncmp (LI-PaRAD)|67|10.4|26.402|26.411|20.859|36.687|3.623|1.739
strncmp (Arm OR 23.01)|67|31.804|32.077|32.644|32.094|0.528|1.944|0.01
strncmp (GNU libc 2.39)|67|12.022|28.135|28.668|24.396|28.068|2.903|1.243
strncmp (LI-PaRAD)|68|10.382|26.403|26.55|20.889|36.613|3.668|1.756
strncmp (Arm OR 23.01)|68|31.805|32.041|32.479|32.05|0.462|1.976|0.009
strncmp (GNU libc 2.39)|68|12.062|28.164|28.625|24.563|27.48|2.916|1.243
strncmp (LI-PaRAD)|69|10.4|26.403|42.403|21.018|37.727|3.722|1.799
strncmp (Arm OR 23.01)|69|28.37|32.012|32.515|32.011|1.265|2.008|0.028
strncmp (GNU libc 2.39)|69|12.086|28.149|28.476|24.545|27.438|2.96|1.258
strncmp (LI-PaRAD)|70|10.4|26.404|26.548|20.893|36.612|3.775|1.807
strncmp (Arm OR 23.01)|70|31.797|32.069|32.474|32.069|0.538|2.033|0.011
strncmp (GNU libc 2.39)|70|12.054|28.131|28.46|24.391|28.043|3.033|1.296
