ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strcpy (Arm OR 23.01)|93|9.76|10.423|11.17|10.411|2.954|8.326|0.246
strcpy (LI-PaRAD)|94|3.781|3.826|3.872|3.825|0.411|22.889|0.094
strcpy (GNU libc 2.39)|94|5.316|5.319|5.34|5.319|0.052|16.457|0.009
strcpy (Arm OR 23.01)|94|9.936|10.29|10.664|10.298|1.683|8.504|0.144
strcpy (LI-PaRAD)|95|3.663|3.853|3.867|3.807|1.626|23.247|0.383
strcpy (GNU libc 2.39)|95|5.242|5.246|5.256|5.245|0.043|16.867|0.007
strcpy (Arm OR 23.01)|95|9.694|10.431|11.168|10.385|2.806|8.526|0.24
strcpy (LI-PaRAD)|96|4.457|5.293|5.672|5.238|4.983|17.116|0.93
strcpy (GNU libc 2.39)|96|5.949|5.967|5.986|5.968|0.143|14.982|0.021
strcpy (Arm OR 23.01)|96|13.093|13.098|13.107|13.098|0.018|6.826|0.001
strcpy (LI-PaRAD)|97|9.408|10.18|10.231|10.106|1.966|8.942|0.186
strcpy (GNU libc 2.39)|97|5.973|5.996|6.054|6.0|0.219|15.057|0.033
strcpy (Arm OR 23.01)|97|15.061|15.096|15.163|15.095|0.147|5.985|0.009
strcpy (LI-PaRAD)|98|4.436|4.53|5.74|4.763|8.21|19.283|1.477
strcpy (GNU libc 2.39)|98|5.948|5.968|5.994|5.969|0.152|15.291|0.023
strcpy (Arm OR 23.01)|98|13.094|13.099|13.112|13.099|0.025|6.968|0.002
strcpy (LI-PaRAD)|99|9.468|9.584|10.407|9.728|3.261|9.487|0.296
strcpy (GNU libc 2.39)|99|5.981|5.999|6.02|6.0|0.113|15.367|0.017
