ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strnlen (Arm OR 23.01)|65|10.706|10.784|10.79|10.775|0.2|5.618|0.011
strnlen (LI-PaRAD)|66|6.082|6.087|6.095|6.087|0.032|10.098|0.003
strnlen (GNU libc 2.39)|66|4.577|4.601|4.605|4.6|0.072|13.362|0.01
strnlen (Arm OR 23.01)|66|10.708|10.784|10.791|10.77|0.227|5.707|0.013
strnlen (LI-PaRAD)|67|6.085|6.087|6.092|6.087|0.023|10.251|0.002
strnlen (GNU libc 2.39)|67|4.594|4.599|4.607|4.599|0.044|13.567|0.006
strnlen (Arm OR 23.01)|67|10.713|10.785|10.806|10.781|0.139|5.788|0.008
strnlen (LI-PaRAD)|68|6.084|6.087|6.093|6.087|0.024|10.404|0.003
strnlen (GNU libc 2.39)|68|4.597|4.6|4.634|4.601|0.084|13.766|0.011
strnlen (Arm OR 23.01)|68|10.709|10.783|10.792|10.764|0.254|5.884|0.015
strnlen (LI-PaRAD)|69|6.084|6.087|6.09|6.087|0.021|10.558|0.002
strnlen (GNU libc 2.39)|69|4.594|4.599|4.609|4.6|0.049|13.971|0.007
strnlen (Arm OR 23.01)|69|10.718|10.785|10.797|10.78|0.14|5.961|0.008
strnlen (LI-PaRAD)|70|6.084|6.087|6.094|6.087|0.029|10.71|0.003
strnlen (GNU libc 2.39)|70|4.594|4.6|4.604|4.6|0.04|14.173|0.006
strnlen (Arm OR 23.01)|70|10.71|10.784|10.796|10.771|0.222|6.053|0.013
strnlen (LI-PaRAD)|71|6.084|6.087|6.095|6.087|0.026|10.864|0.003
strnlen (GNU libc 2.39)|71|4.596|4.599|4.607|4.599|0.041|14.377|0.006
strnlen (Arm OR 23.01)|71|10.709|10.786|10.792|10.785|0.099|6.131|0.006
strnlen (LI-PaRAD)|72|6.084|6.087|6.091|6.087|0.026|11.016|0.003
strnlen (GNU libc 2.39)|72|4.597|4.6|4.609|4.601|0.052|14.575|0.008
strnlen (Arm OR 23.01)|72|10.71|10.784|10.79|10.77|0.221|6.226|0.014
strnlen (LI-PaRAD)|73|6.085|6.087|6.091|6.087|0.021|11.169|0.002
strnlen (GNU libc 2.39)|73|4.581|4.6|4.607|4.6|0.061|14.779|0.009
strnlen (Arm OR 23.01)|73|10.663|10.784|10.815|10.772|0.237|6.312|0.015
strnlen (LI-PaRAD)|74|6.084|6.087|6.095|6.087|0.027|11.322|0.003
strnlen (GNU libc 2.39)|74|4.588|4.601|4.61|4.6|0.057|14.981|0.009
strnlen (Arm OR 23.01)|74|10.635|10.784|10.792|10.77|0.267|6.399|0.017
strnlen (LI-PaRAD)|75|6.084|6.087|6.112|6.087|0.047|11.475|0.005
strnlen (GNU libc 2.39)|75|4.594|4.6|4.604|4.6|0.046|15.184|0.007
strnlen (Arm OR 23.01)|75|10.711|10.784|10.791|10.776|0.181|6.482|0.012
strnlen (LI-PaRAD)|76|6.082|6.087|6.092|6.087|0.028|11.628|0.003
strnlen (GNU libc 2.39)|76|4.597|4.6|4.603|4.599|0.039|15.389|0.006
strnlen (Arm OR 23.01)|76|10.708|10.786|10.792|10.785|0.075|6.563|0.005
strnlen (LI-PaRAD)|77|6.084|6.087|6.09|6.087|0.023|11.781|0.003
strnlen (GNU libc 2.39)|77|4.596|4.6|4.604|4.6|0.044|15.59|0.007
strnlen (Arm OR 23.01)|77|10.711|10.785|10.791|10.779|0.162|6.653|0.011
strnlen (LI-PaRAD)|78|6.082|6.087|6.094|6.087|0.031|11.934|0.004
strnlen (GNU libc 2.39)|78|4.58|4.599|4.603|4.599|0.06|15.794|0.01
strnlen (Arm OR 23.01)|78|10.711|10.784|10.793|10.776|0.193|6.742|0.013
