        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
      strrchr LI-PaRAD/EMOPASS |          45 |          6.743 |          6.872 |          6.936 |          6.864 |          0.773 |          6.106 |          0.047
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          46 |         10.012 |         10.217 |         10.626 |         10.243 |          1.587 |          4.184 |          0.066
         strrchr GNU libc 2.39 |          46 |          4.235 |          4.237 |          4.242 |          4.237 |          0.037 |         10.110 |          0.004
      strrchr LI-PaRAD/EMOPASS |          46 |          6.744 |          6.872 |          6.936 |          6.866 |          0.815 |          6.240 |          0.051
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          47 |         10.012 |         10.246 |         10.669 |         10.238 |          1.459 |          4.276 |          0.062
         strrchr GNU libc 2.39 |          47 |          4.235 |          4.237 |          4.242 |          4.237 |          0.033 |         10.330 |          0.003
      strrchr LI-PaRAD/EMOPASS |          47 |          6.740 |          6.895 |          6.936 |          6.870 |          0.832 |          6.372 |          0.053
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          48 |         10.013 |         10.220 |         10.750 |         10.243 |          1.628 |          4.365 |          0.070
         strrchr GNU libc 2.39 |          48 |          4.620 |          4.622 |          4.627 |          4.623 |          0.036 |          9.670 |          0.004
      strrchr LI-PaRAD/EMOPASS |          48 |          6.746 |          6.874 |          6.937 |          6.868 |          0.803 |          6.510 |          0.052
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          49 |         10.012 |         10.193 |         10.647 |         10.214 |          1.614 |          4.469 |          0.071
         strrchr GNU libc 2.39 |          49 |          4.620 |          4.622 |          4.629 |          4.623 |          0.041 |          9.872 |          0.004
      strrchr LI-PaRAD/EMOPASS |          49 |          6.737 |          6.839 |          6.935 |          6.837 |          0.765 |          6.675 |          0.051
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          50 |         10.012 |         10.214 |         10.735 |         10.228 |          1.682 |          4.554 |          0.076
         strrchr GNU libc 2.39 |          50 |          4.620 |          4.622 |          4.629 |          4.623 |          0.042 |         10.073 |          0.004
      strrchr LI-PaRAD/EMOPASS |          50 |          6.740 |          6.852 |          6.936 |          6.846 |          0.765 |          6.802 |          0.052
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          51 |         10.012 |         10.221 |         10.692 |         10.222 |          1.655 |          4.648 |          0.076
         strrchr GNU libc 2.39 |          51 |          4.620 |          4.622 |          4.627 |          4.623 |          0.037 |         10.275 |          0.004
      strrchr LI-PaRAD/EMOPASS |          51 |          6.747 |          6.852 |          6.936 |          6.847 |          0.750 |          6.937 |          0.052
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          52 |         10.012 |         10.233 |         10.827 |         10.227 |          1.656 |          4.736 |          0.077
         strrchr GNU libc 2.39 |          52 |          4.620 |          4.622 |          4.632 |          4.623 |          0.042 |         10.476 |          0.004
      strrchr LI-PaRAD/EMOPASS |          52 |          6.741 |          6.846 |          6.935 |          6.841 |          0.787 |          7.079 |          0.056
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          53 |         10.014 |         10.251 |         10.676 |         10.255 |          1.615 |          4.814 |          0.077
         strrchr GNU libc 2.39 |          53 |          4.620 |          4.622 |          4.626 |          4.623 |          0.040 |         10.678 |          0.004
      strrchr LI-PaRAD/EMOPASS |          53 |          6.738 |          6.851 |          6.936 |          6.859 |          0.778 |          7.197 |          0.056
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          54 |         10.012 |         10.229 |         10.723 |         10.236 |          1.492 |          4.914 |          0.072
         strrchr GNU libc 2.39 |          54 |          4.620 |          4.622 |          4.627 |          4.623 |          0.037 |         10.879 |          0.004
      strrchr LI-PaRAD/EMOPASS |          54 |          6.755 |          6.870 |          6.937 |          6.866 |          0.794 |          7.325 |          0.058
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          55 |         10.013 |         10.248 |         10.585 |         10.243 |          1.487 |          5.002 |          0.074
         strrchr GNU libc 2.39 |          55 |          4.620 |          4.622 |          4.626 |          4.623 |          0.036 |         11.081 |          0.004
      strrchr LI-PaRAD/EMOPASS |          55 |          6.741 |          6.862 |          6.936 |          6.865 |          0.821 |          7.462 |          0.061
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          56 |         10.013 |         10.217 |         10.658 |         10.238 |          1.505 |          5.095 |          0.076
         strrchr GNU libc 2.39 |          56 |          4.620 |          4.622 |          4.629 |          4.623 |          0.039 |         11.282 |          0.004
      strrchr LI-PaRAD/EMOPASS |          56 |          6.741 |          6.873 |          6.937 |          6.865 |          0.831 |          7.598 |          0.063
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          57 |         10.012 |         10.182 |         10.693 |         10.216 |          1.733 |          5.198 |          0.089
         strrchr GNU libc 2.39 |          57 |          4.620 |          4.622 |          4.628 |          4.623 |          0.038 |         11.484 |          0.004
      strrchr LI-PaRAD/EMOPASS |          57 |          6.742 |          6.848 |          6.937 |          6.849 |          0.794 |          7.751 |          0.062
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          58 |         10.012 |         10.215 |         10.553 |         10.234 |          1.390 |          5.279 |          0.073
         strrchr GNU libc 2.39 |          58 |          4.620 |          4.622 |          4.627 |          4.623 |          0.038 |         11.685 |          0.004
      strrchr LI-PaRAD/EMOPASS |          58 |          6.737 |          6.860 |          6.936 |          6.860 |          0.766 |          7.875 |          0.060
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          59 |         10.012 |         10.215 |         10.746 |         10.241 |          1.786 |          5.367 |          0.095
         strrchr GNU libc 2.39 |          59 |          4.620 |          4.622 |          4.627 |          4.623 |          0.038 |         11.887 |          0.004
      strrchr LI-PaRAD/EMOPASS |          59 |          6.741 |          6.845 |          6.935 |          6.845 |          0.751 |          8.028 |          0.060
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          60 |         10.012 |         10.205 |         10.628 |         10.218 |          1.519 |          5.470 |          0.082
         strrchr GNU libc 2.39 |          60 |          4.620 |          4.622 |          4.627 |          4.623 |          0.037 |         12.088 |          0.004
      strrchr LI-PaRAD/EMOPASS |          60 |          6.739 |          6.854 |          6.937 |          6.861 |          0.726 |          8.145 |          0.059
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          61 |         10.012 |         10.143 |         10.669 |         10.198 |          1.582 |          5.572 |          0.087
         strrchr GNU libc 2.39 |          61 |          4.620 |          4.622 |          4.629 |          4.623 |          0.040 |         12.289 |          0.005
      strrchr LI-PaRAD/EMOPASS |          61 |          6.736 |          6.844 |          6.935 |          6.846 |          0.769 |          8.299 |          0.064
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          62 |         10.038 |         10.236 |         10.735 |         10.258 |          1.436 |          5.630 |          0.080
         strrchr GNU libc 2.39 |          62 |          4.621 |          4.622 |          4.626 |          4.623 |          0.035 |         12.491 |          0.004
      strrchr LI-PaRAD/EMOPASS |          62 |          6.736 |          6.854 |          6.936 |          6.857 |          0.828 |          8.421 |          0.070
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          63 |         10.012 |         10.186 |         10.748 |         10.204 |          1.470 |          5.751 |          0.083
         strrchr GNU libc 2.39 |          63 |          4.620 |          4.622 |          4.627 |          4.623 |          0.039 |         12.693 |          0.005
      strrchr LI-PaRAD/EMOPASS |          63 |          6.737 |          6.852 |          6.936 |          6.842 |          0.840 |          8.576 |          0.072
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
