        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
 strcpy Arm optimized-routines |          40 |          7.700 |          7.705 |          7.728 |          7.705 |          0.036 |          4.835 |          0.002
          strcpy GNU libc 2.39 |          40 |          3.486 |          3.499 |          3.522 |          3.499 |          0.147 |         10.645 |          0.016
       strcpy LI-PaRAD/EMOPASS |          40 |          2.913 |          2.925 |          2.957 |          2.925 |          0.255 |         12.735 |          0.032
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          41 |          7.700 |          7.705 |          7.708 |          7.705 |          0.019 |          4.956 |          0.001
          strcpy GNU libc 2.39 |          41 |          3.481 |          3.498 |          3.529 |          3.500 |          0.230 |         10.909 |          0.025
       strcpy LI-PaRAD/EMOPASS |          41 |          2.895 |          2.925 |          2.947 |          2.922 |          0.365 |         13.066 |          0.048
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          42 |          7.701 |          7.705 |          7.708 |          7.705 |          0.018 |          5.077 |          0.001
          strcpy GNU libc 2.39 |          42 |          3.475 |          3.483 |          3.505 |          3.484 |          0.140 |         11.226 |          0.016
       strcpy LI-PaRAD/EMOPASS |          42 |          2.910 |          2.934 |          3.013 |          2.942 |          0.845 |         13.298 |          0.111
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          43 |          7.700 |          7.705 |          7.708 |          7.705 |          0.018 |          5.198 |          0.001
          strcpy GNU libc 2.39 |          43 |          3.471 |          3.476 |          3.500 |          3.477 |          0.120 |         11.518 |          0.014
       strcpy LI-PaRAD/EMOPASS |          43 |          2.902 |          2.915 |          2.959 |          2.917 |          0.340 |         13.729 |          0.046
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          44 |          7.700 |          7.705 |          7.709 |          7.705 |          0.019 |          5.319 |          0.001
          strcpy GNU libc 2.39 |          44 |          3.492 |          3.498 |          3.550 |          3.501 |          0.235 |         11.706 |          0.027
       strcpy LI-PaRAD/EMOPASS |          44 |          2.898 |          2.926 |          2.942 |          2.925 |          0.225 |         14.008 |          0.032
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          45 |          7.700 |          7.705 |          7.709 |          7.705 |          0.020 |          5.439 |          0.001
          strcpy GNU libc 2.39 |          45 |          3.492 |          3.498 |          3.522 |          3.499 |          0.167 |         11.977 |          0.020
       strcpy LI-PaRAD/EMOPASS |          45 |          2.910 |          2.924 |          2.967 |          2.925 |          0.288 |         14.327 |          0.041
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          46 |          7.700 |          7.705 |          7.708 |          7.705 |          0.021 |          5.560 |          0.001
          strcpy GNU libc 2.39 |          46 |          3.452 |          3.481 |          3.522 |          3.483 |          0.491 |         12.302 |          0.060
       strcpy LI-PaRAD/EMOPASS |          46 |          2.910 |          2.934 |          3.014 |          2.941 |          0.903 |         14.567 |          0.130
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          47 |          7.700 |          7.705 |          7.708 |          7.705 |          0.017 |          5.681 |          0.001
          strcpy GNU libc 2.39 |          47 |          3.470 |          3.476 |          3.492 |          3.476 |          0.093 |         12.593 |          0.012
       strcpy LI-PaRAD/EMOPASS |          47 |          2.906 |          2.918 |          2.958 |          2.919 |          0.345 |         14.995 |          0.051
