ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (GNU libc 2.34)|43|5.278|5.285|5.346|5.291|0.295|7.568|0.022
strncmp (Arm OR 23.01)|43|6.106|6.144|6.313|6.15|0.379|6.512|0.024
strncmp (LI-PaRAD)|44|3.632|3.785|3.813|3.741|1.867|10.956|0.207
strncmp (GNU libc 2.34)|44|5.266|5.27|5.287|5.271|0.084|7.774|0.007
strncmp (Arm OR 23.01)|44|6.067|6.142|6.203|6.143|0.27|6.671|0.018
strncmp (LI-PaRAD)|45|3.631|3.795|3.808|3.77|1.363|11.119|0.155
strncmp (GNU libc 2.34)|45|5.266|5.271|5.33|5.273|0.203|7.948|0.016
strncmp (Arm OR 23.01)|45|6.079|6.141|6.287|6.145|0.369|6.82|0.025
strncmp (LI-PaRAD)|46|3.631|3.755|3.814|3.745|1.658|11.444|0.191
strncmp (GNU libc 2.34)|46|5.281|5.308|5.324|5.301|0.223|8.082|0.018
strncmp (Arm OR 23.01)|46|6.036|6.142|6.281|6.145|0.435|6.972|0.03
strncmp (LI-PaRAD)|47|3.646|3.8|3.835|3.781|1.044|11.579|0.123
strncmp (GNU libc 2.34)|47|5.304|5.309|5.316|5.309|0.035|8.245|0.003
strncmp (Arm OR 23.01)|47|6.056|6.152|6.244|6.154|0.332|7.113|0.024
strncmp (LI-PaRAD)|48|3.634|3.785|3.809|3.762|1.296|11.886|0.156
strncmp (GNU libc 2.34)|48|5.29|5.296|5.355|5.298|0.201|8.437|0.017
strncmp (Arm OR 23.01)|48|6.084|6.151|6.235|6.155|0.327|7.263|0.024
strncmp (LI-PaRAD)|49|4.746|4.902|4.911|4.9|0.341|9.314|0.033
strncmp (GNU libc 2.34)|49|5.934|5.938|6.008|5.94|0.191|7.682|0.015
strncmp (Arm OR 23.01)|49|6.968|7.075|7.63|7.089|1.296|6.438|0.08
strncmp (LI-PaRAD)|50|4.797|4.898|4.914|4.896|0.263|9.511|0.025
strncmp (GNU libc 2.34)|50|5.978|5.982|6.055|5.989|0.33|7.776|0.025
strncmp (Arm OR 23.01)|50|6.969|7.047|7.548|7.073|1.494|6.585|0.095
strncmp (LI-PaRAD)|51|4.697|4.897|4.917|4.89|0.682|9.714|0.068
strncmp (GNU libc 2.34)|51|5.977|5.98|6.046|5.984|0.234|7.938|0.018
strncmp (Arm OR 23.01)|51|6.992|7.052|7.203|7.053|0.468|6.735|0.031
strncmp (LI-PaRAD)|52|4.83|4.9|4.912|4.899|0.196|9.886|0.02
strncmp (GNU libc 2.34)|52|5.934|5.936|5.941|5.937|0.021|8.158|0.002
